book,chapter,verse,letter,added
DEUTERONOMY,12,18,n,NO
DEUTERONOMY,12,26,a,NO
DEUTERONOMY,12,31,o,NO
DEUTERONOMY,13,6,a,NO
DEUTERONOMY,13,6,z,NO
DEUTERONOMY,13,17,n,NO
DEUTERONOMY,14,1,r,NO
DEUTERONOMY,14,21,z,NO
DEUTERONOMY,14,23,d,NO
DEUTERONOMY,15,6,q,NO
DEUTERONOMY,16,10,v,NO
DEUTERONOMY,16,19,h,NO
DEUTERONOMY,17,12,s,NO
DEUTERONOMY,17,16,e,NO
DEUTERONOMY,18,10,z,NO
DEUTERONOMY,18,18,k,NO
DEUTERONOMY,19,8,v,NO
DEUTERONOMY,20,14,t,NO
DEUTERONOMY,21,21,o,NO
DEUTERONOMY,22,21,d,NO
DEUTERONOMY,23,4,n,NO
DEUTERONOMY,24,7,k,NO
DEUTERONOMY,24,13,q,NO
DEUTERONOMY,25,9,l,NO
DEUTERONOMY,26,19,r,NO
DEUTERONOMY,28,8,a,NO
DEUTERONOMY,28,10,e,NO
DEUTERONOMY,28,12,i,NO
DEUTERONOMY,28,20,q,NO
DEUTERONOMY,28,30,f,NO
DEUTERONOMY,28,36,m,NO
DEUTERONOMY,28,49,b,NO
DEUTERONOMY,28,64,t,NO
DEUTERONOMY,28,64,u,NO
DEUTERONOMY,28,65,x,NO
DEUTERONOMY,29,13,r,NO
DEUTERONOMY,29,20,x,NO
DEUTERONOMY,29,23,b,NO
DEUTERONOMY,30,1,j,NO
DEUTERONOMY,30,20,c,NO
DEUTERONOMY,31,2,f,NO
DEUTERONOMY,31,6,n,NO
DEUTERONOMY,31,8,q,NO
DEUTERONOMY,31,13,a,NO
DEUTERONOMY,31,16,f,NO
DEUTERONOMY,31,16,g,NO
DEUTERONOMY,31,17,j,NO
DEUTERONOMY,31,17,k,NO
DEUTERONOMY,31,19,o,NO
DEUTERONOMY,31,20,g,NO
DEUTERONOMY,31,20,r,NO
DEUTERONOMY,31,20,s,NO
DEUTERONOMY,31,23,x,NO
DEUTERONOMY,31,29,i,NO
DEUTERONOMY,31,29,j,NO
DEUTERONOMY,32,4,r,NO
DEUTERONOMY,32,4,s,NO
DEUTERONOMY,32,6,x,NO
DEUTERONOMY,32,10,e,NO
DEUTERONOMY,32,13,k,NO
DEUTERONOMY,32,13,l,NO
DEUTERONOMY,32,15,p,NO
DEUTERONOMY,32,15,q,NO
DEUTERONOMY,32,15,r,NO
DEUTERONOMY,32,15,s,NO
DEUTERONOMY,32,21,d,NO
DEUTERONOMY,32,21,e,NO
DEUTERONOMY,32,35,b,NO
DEUTERONOMY,32,36,e,NO
DEUTERONOMY,32,39,j,NO
DEUTERONOMY,33,3,d,NO
DEUTERONOMY,33,8,k,NO
DEUTERONOMY,33,10,p,NO
DEUTERONOMY,33,13,u,NO
DEUTERONOMY,33,17,a,NO
DEUTERONOMY,33,17,b,NO
DEUTERONOMY,33,22,l,NO
DEUTERONOMY,33,26,s,NO
DEUTERONOMY,33,29,y,NO
DEUTERONOMY,34,3,f,NO
DEUTERONOMY,34,4,i,NO
DEUTERONOMY,34,9,p,NO
ECCLESIASTES,1,2,d,NO
ECCLESIASTES,1,17,r,NO
ECCLESIASTES,2,8,i,NO
ECCLESIASTES,2,8,j,NO
ECCLESIASTES,2,8,k,NO
ECCLESIASTES,2,12,s,NO
ECCLESIASTES,2,24,h,NO
ECCLESIASTES,2,26,j,NO
ECCLESIASTES,2,26,k,NO
ECCLESIASTES,3,5,r,NO
ECCLESIASTES,3,22,t,NO
ECCLESIASTES,4,1,w,NO
ECCLESIASTES,4,1,x,NO
ECCLESIASTES,4,8,h,NO
ECCLESIASTES,5,1,p,NO
ECCLESIASTES,5,4,u,NO
ECCLESIASTES,5,8,b,NO
ECCLESIASTES,5,19,l,NO
ECCLESIASTES,5,19,m,NO
ECCLESIASTES,6,2,q,NO
ECCLESIASTES,6,3,u,NO
ECCLESIASTES,6,3,v,NO
ECCLESIASTES,6,12,g,NO
ECCLESIASTES,7,15,c,NO
ECCLESIASTES,7,18,h,NO
ECCLESIASTES,7,26,s,NO
ECCLESIASTES,8,8,j,NO
ECCLESIASTES,8,12,r,NO
ECCLESIASTES,9,2,g,NO
ECCLESIASTES,9,11,t,NO
ECCLESIASTES,9,11,u,NO
ECCLESIASTES,9,11,v,NO
ECCLESIASTES,9,12,y,NO
ECCLESIASTES,11,2,j,NO
ECCLESIASTES,11,9,s,NO
ECCLESIASTES,11,9,t,NO
ECCLESIASTES,12,1,x,NO
ECCLESIASTES,12,4,c,NO
ECCLESIASTES,12,5,f,NO
ECCLESIASTES,12,5,g,NO
ECCLESIASTES,12,7,l,NO
ECCLESIASTES,12,11,r,NO
EPHESIANS,1,1,c,NO
EPHESIANS,1,3,g,NO
EPHESIANS,1,4,j,NO
EPHESIANS,1,4,k,NO
EPHESIANS,1,7,s,NO
EPHESIANS,1,7,t,NO
EPHESIANS,1,7,u,NO
EPHESIANS,1,9,w,NO
EPHESIANS,1,11,b,NO
EPHESIANS,1,11,c,NO
EPHESIANS,1,13,g,NO
EPHESIANS,1,14,j,NO
EPHESIANS,1,14,k,NO
EPHESIANS,1,14,l,NO
EPHESIANS,1,18,t,NO
EPHESIANS,1,21,b,NO
EPHESIANS,1,21,c,NO
EPHESIANS,1,23,h,NO
EPHESIANS,1,23,i,NO
EPHESIANS,2,2,n,NO
EPHESIANS,2,3,q,NO
EPHESIANS,2,5,v,NO
EPHESIANS,2,8,b,NO
EPHESIANS,2,8,c,NO
EPHESIANS,2,10,h,NO
EPHESIANS,2,10,i,NO
EPHESIANS,2,10,j,NO
EPHESIANS,2,12,n,NO
EPHESIANS,2,12,o,NO
EPHESIANS,2,14,t,NO
EPHESIANS,2,17,z,NO
EPHESIANS,2,18,c,NO
EPHESIANS,2,20,i,NO
EPHESIANS,2,20,j,NO
EPHESIANS,3,3,u,NO
EPHESIANS,3,6,z,NO
EPHESIANS,3,7,c,NO
EPHESIANS,3,7,d,NO
EPHESIANS,3,8,g,NO
EPHESIANS,3,9,k,NO
EPHESIANS,3,10,n,NO
EPHESIANS,3,10,o,NO
EPHESIANS,3,12,s,NO
EPHESIANS,3,12,t,NO
EPHESIANS,3,17,c,NO
EPHESIANS,3,19,h,NO
EPHESIANS,3,20,k,NO
EPHESIANS,4,1,o,NO
EPHESIANS,4,2,r,NO
EPHESIANS,4,2,s,NO
EPHESIANS,4,4,w,NO
EPHESIANS,4,5,z,NO
EPHESIANS,4,7,e,NO
EPHESIANS,4,10,l,NO
EPHESIANS,4,11,o,NO
EPHESIANS,4,11,p,NO
EPHESIANS,4,12,s,NO
EPHESIANS,4,13,v,NO
EPHESIANS,4,15,a,NO
EPHESIANS,4,18,i,NO
EPHESIANS,4,22,q,NO
EPHESIANS,4,30,f,NO
EPHESIANS,5,2,n,NO
EPHESIANS,5,2,o,NO
EPHESIANS,5,4,t,NO
EPHESIANS,5,6,y,NO
EPHESIANS,5,6,z,NO
EPHESIANS,5,8,d,NO
EPHESIANS,5,11,i,NO
EPHESIANS,5,11,j,NO
EPHESIANS,5,14,o,NO
EPHESIANS,5,22,b,NO
EPHESIANS,5,23,e,NO
EPHESIANS,6,5,x,NO
EPHESIANS,6,9,d,NO
EPHESIANS,6,12,l,NO
EPHESIANS,6,12,m,NO
EPHESIANS,6,12,n,NO
EPHESIANS,6,12,o,NO
EPHESIANS,6,16,w,NO
EPHESIANS,6,18,a,NO
EPHESIANS,6,18,b,NO
EPHESIANS,6,18,c,NO
EPHESIANS,6,19,f,NO
ESTHER,1,10,j,NO
ESTHER,1,14,p,NO
ESTHER,3,1,s,NO
ESTHER,3,10,c,NO
ESTHER,3,12,f,NO
ESTHER,3,12,g,NO
ESTHER,3,12,h,NO
ESTHER,3,13,k,NO
ESTHER,3,13,l,NO
ESTHER,4,11,v,NO
ESTHER,5,6,c,NO
ESTHER,5,9,j,NO
ESTHER,6,2,r,NO
ESTHER,7,9,m,NO
ESTHER,8,5,r,NO
ESTHER,8,9,b,NO
ESTHER,8,9,c,NO
ESTHER,8,10,f,NO
ESTHER,8,11,i,NO
ESTHER,8,15,n,NO
ESTHER,8,17,r,NO
ESTHER,9,1,j,NO
ESTHER,9,1,u,NO
ESTHER,9,10,b,NO
ESTHER,9,19,k,NO
ESTHER,9,24,n,NO
EXODUS,1,11,k,NO
EXODUS,1,11,l,NO
EXODUS,2,23,q,NO
EXODUS,2,24,t,NO
EXODUS,3,8,i,NO
EXODUS,3,8,j,NO
EXODUS,3,8,k,NO
EXODUS,3,18,z,NO
EXODUS,3,20,e,NO
EXODUS,4,15,p,NO
EXODUS,4,31,r,NO
EXODUS,4,31,s,NO
EXODUS,6,6,o,NO
EXODUS,6,7,m,NO
EXODUS,6,7,n,NO
EXODUS,6,8,m,NO
EXODUS,6,23,g,NO
EXODUS,7,15,a,NO
EXODUS,7,22,m,NO
EXODUS,12,12,r,NO
EXODUS,12,22,g,NO
EXODUS,12,22,h,NO
EXODUS,12,23,j,NO
EXODUS,12,29,q,NO
EXODUS,12,37,a,NO
EXODUS,13,3,r,NO
EXODUS,13,5,v,NO
EXODUS,13,5,w,NO
EXODUS,13,14,i,NO
EXODUS,14,4,x,NO
EXODUS,14,21,q,NO
EXODUS,14,21,r,NO
EXODUS,14,27,y,NO
EXODUS,15,2,j,NO
EXODUS,15,2,k,NO
EXODUS,15,2,l,NO
EXODUS,15,11,e,NO
EXODUS,15,13,i,NO
EXODUS,15,15,m,NO
EXODUS,15,16,p,NO
EXODUS,15,20,x,NO
EXODUS,15,20,y,NO
EXODUS,15,25,f,NO
EXODUS,15,26,i,NO
EXODUS,16,12,b,NO
EXODUS,16,15,g,NO
EXODUS,18,3,q,NO
EXODUS,18,22,k,NO
EXODUS,19,9,d,NO
EXODUS,19,14,f,NO
EXODUS,19,16,n,NO
EXODUS,19,16,o,NO
EXODUS,19,16,p,NO
EXODUS,20,5,g,NO
EXODUS,20,17,v,NO
EXODUS,23,7,j,NO
EXODUS,23,15,s,NO
EXODUS,23,24,f,NO
EXODUS,23,24,g,NO
EXODUS,23,25,j,NO
EXODUS,26,1,z,NO
EXODUS,26,36,g,NO
EXODUS,28,4,d,NO
EXODUS,28,4,e,NO
EXODUS,29,9,l,NO
EXODUS,29,26,g,NO
EXODUS,29,27,f,NO
EXODUS,29,41,c,NO
EXODUS,30,13,y,NO
EXODUS,30,35,s,NO
EXODUS,31,7,e,NO
EXODUS,31,8,h,NO
EXODUS,31,15,n,NO
EXODUS,31,17,s,NO
EXODUS,32,1,x,NO
EXODUS,32,10,k,NO
EXODUS,32,10,l,NO
EXODUS,32,32,k,NO
EXODUS,33,3,u,NO
EXODUS,33,5,x,NO
EXODUS,34,1,y,NO
EXODUS,34,6,f,NO
EXODUS,34,7,i,NO
EXODUS,34,7,j,NO
EXODUS,34,9,n,NO
EXODUS,34,10,q,NO
EXODUS,34,13,w,NO
EXODUS,34,15,z,NO
EXODUS,34,24,m,NO
EXODUS,35,15,q,NO
EXODUS,35,15,r,NO
EXODUS,38,31,n,NO
EXODUS,39,1,q,NO
EXODUS,39,40,e,NO
EZEKIEL,1,1,c,NO
EZEKIEL,1,1,d,NO
EZEKIEL,1,3,h,NO
EZEKIEL,1,4,k,NO
EZEKIEL,1,16,c,NO
EZEKIEL,1,17,f,NO
EZEKIEL,1,21,j,NO
EZEKIEL,1,24,q,NO
EZEKIEL,1,24,r,NO
EZEKIEL,1,26,v,NO
EZEKIEL,1,27,y,NO
EZEKIEL,1,28,b,NO
EZEKIEL,2,5,k,NO
EZEKIEL,2,6,n,NO
EZEKIEL,3,11,h,NO
EZEKIEL,3,15,q,NO
EZEKIEL,3,15,r,NO
EZEKIEL,3,17,v,NO
EZEKIEL,3,18,v,NO
EZEKIEL,3,18,y,NO
EZEKIEL,3,18,z,NO
EZEKIEL,3,19,c,NO
EZEKIEL,3,20,v,NO
EZEKIEL,3,20,z,NO
EZEKIEL,3,22,h,NO
EZEKIEL,3,27,q,NO
EZEKIEL,4,2,v,NO
EZEKIEL,4,2,w,NO
EZEKIEL,4,3,z,NO
EZEKIEL,4,5,a,NO
EZEKIEL,4,5,d,NO
EZEKIEL,4,9,n,NO
EZEKIEL,4,14,u,NO
EZEKIEL,4,14,v,NO
EZEKIEL,4,16,o,NO
EZEKIEL,5,1,c,NO
EZEKIEL,5,1,d,NO
EZEKIEL,5,2,g,NO
EZEKIEL,5,2,h,NO
EZEKIEL,5,7,q,NO
EZEKIEL,5,8,t,NO
EZEKIEL,5,10,w,NO
EZEKIEL,5,11,a,NO
EZEKIEL,5,11,b,NO
EZEKIEL,5,11,c,NO
EZEKIEL,5,14,i,NO
EZEKIEL,5,15,k,NO
EZEKIEL,5,15,l,NO
EZEKIEL,5,17,q,NO
EZEKIEL,6,2,t,NO
EZEKIEL,6,2,u,NO
EZEKIEL,6,3,x,NO
EZEKIEL,6,3,y,NO
EZEKIEL,6,3,z,NO
EZEKIEL,6,6,a,NO
EZEKIEL,6,9,i,NO
EZEKIEL,6,11,m,NO
EZEKIEL,6,13,r,NO
EZEKIEL,6,13,s,NO
EZEKIEL,6,13,u,NO
EZEKIEL,6,14,x,NO
EZEKIEL,6,14,z,NO
EZEKIEL,7,3,d,NO
EZEKIEL,7,4,g,NO
EZEKIEL,7,7,k,NO
EZEKIEL,7,10,q,NO
EZEKIEL,7,11,s,NO
EZEKIEL,7,12,u,NO
EZEKIEL,7,18,f,NO
EZEKIEL,7,19,i,NO
EZEKIEL,7,20,l,NO
EZEKIEL,7,21,l,NO
EZEKIEL,7,23,q,NO
EZEKIEL,7,24,t,NO
EZEKIEL,7,26,a,NO
EZEKIEL,7,26,y,NO
EZEKIEL,8,1,f,NO
EZEKIEL,8,1,g,NO
EZEKIEL,8,3,l,NO
EZEKIEL,8,3,n,NO
EZEKIEL,8,3,o,NO
EZEKIEL,8,3,p,NO
EZEKIEL,8,5,p,NO
EZEKIEL,8,6,x,NO
EZEKIEL,8,10,c,NO
EZEKIEL,8,11,f,NO
EZEKIEL,8,11,g,NO
EZEKIEL,8,12,j,NO
EZEKIEL,8,16,p,NO
EZEKIEL,8,16,q,NO
EZEKIEL,8,16,r,NO
EZEKIEL,8,17,u,NO
EZEKIEL,8,17,v,NO
EZEKIEL,8,18,y,NO
EZEKIEL,9,3,b,NO
EZEKIEL,9,6,l,NO
EZEKIEL,9,8,p,NO
EZEKIEL,9,8,q,NO
EZEKIEL,9,9,t,NO
EZEKIEL,10,2,b,NO
EZEKIEL,10,2,c,NO
EZEKIEL,10,3,g,NO
EZEKIEL,10,4,f,NO
EZEKIEL,10,4,j,NO
EZEKIEL,10,6,n,NO
EZEKIEL,10,9,r,NO
EZEKIEL,10,9,s,NO
EZEKIEL,10,11,v,NO
EZEKIEL,10,14,z,NO
EZEKIEL,10,15,c,NO
EZEKIEL,10,19,j,NO
EZEKIEL,10,19,k,NO
EZEKIEL,10,20,n,NO
EZEKIEL,11,1,u,NO
EZEKIEL,11,1,v,NO
EZEKIEL,11,1,w,NO
EZEKIEL,11,3,a,NO
EZEKIEL,11,13,o,NO
EZEKIEL,11,13,p,NO
EZEKIEL,11,19,y,NO
EZEKIEL,11,19,z,NO
EZEKIEL,11,24,i,NO
EZEKIEL,12,2,l,NO
EZEKIEL,12,3,o,NO
EZEKIEL,12,9,w,NO
EZEKIEL,12,12,c,NO
EZEKIEL,12,19,o,NO
EZEKIEL,12,25,x,NO
EZEKIEL,13,9,j,NO
EZEKIEL,13,17,q,NO
EZEKIEL,13,18,t,NO
EZEKIEL,13,22,c,NO
EZEKIEL,14,3,h,NO
EZEKIEL,14,13,v,NO
EZEKIEL,14,13,w,NO
EZEKIEL,14,14,b,NO
EZEKIEL,14,14,z,NO
EZEKIEL,14,21,l,NO
EZEKIEL,14,21,n,NO
EZEKIEL,15,7,y,NO
EZEKIEL,16,7,k,NO
EZEKIEL,16,8,n,NO
EZEKIEL,16,15,x,NO
EZEKIEL,16,19,c,NO
EZEKIEL,16,25,k,NO
EZEKIEL,16,26,m,NO
EZEKIEL,16,26,n,NO
EZEKIEL,16,27,q,NO
EZEKIEL,16,37,a,NO
EZEKIEL,16,37,b,NO
EZEKIEL,16,37,z,NO
EZEKIEL,16,38,e,NO
EZEKIEL,16,39,h,NO
EZEKIEL,16,39,i,NO
EZEKIEL,16,39,j,NO
EZEKIEL,16,41,o,NO
EZEKIEL,16,41,p,NO
EZEKIEL,16,43,t,NO
EZEKIEL,16,60,v,NO
EZEKIEL,16,61,y,NO
EZEKIEL,16,61,z,NO
EZEKIEL,17,3,g,NO
EZEKIEL,17,3,h,NO
EZEKIEL,17,12,r,NO
EZEKIEL,17,13,u,NO
EZEKIEL,17,13,v,NO
EZEKIEL,17,15,y,NO
EZEKIEL,17,15,z,NO
EZEKIEL,17,16,c,NO
EZEKIEL,17,20,h,NO
EZEKIEL,17,22,m,NO
EZEKIEL,17,24,r,NO
EZEKIEL,18,6,a,NO
EZEKIEL,18,6,b,NO
EZEKIEL,18,6,c,NO
EZEKIEL,18,7,f,NO
EZEKIEL,18,7,g,NO
EZEKIEL,18,12,q,NO
EZEKIEL,18,16,v,NO
EZEKIEL,18,19,b,NO
EZEKIEL,18,20,e,NO
EZEKIEL,18,20,f,NO
EZEKIEL,18,21,i,NO
EZEKIEL,18,24,n,NO
EZEKIEL,18,30,s,NO
EZEKIEL,18,31,v,NO
EZEKIEL,19,8,b,NO
EZEKIEL,19,9,h,NO
EZEKIEL,19,10,k,NO
EZEKIEL,19,14,p,NO
EZEKIEL,20,1,s,NO
EZEKIEL,20,3,v,NO
EZEKIEL,20,5,a,NO
EZEKIEL,20,7,f,NO
EZEKIEL,20,8,j,NO
EZEKIEL,20,9,m,NO
EZEKIEL,20,9,n,NO
EZEKIEL,20,13,v,NO
EZEKIEL,20,15,z,NO
EZEKIEL,20,18,f,NO
EZEKIEL,20,21,m,NO
EZEKIEL,20,21,n,NO
EZEKIEL,20,22,q,NO
EZEKIEL,20,23,t,NO
EZEKIEL,20,28,c,NO
EZEKIEL,20,31,i,NO
EZEKIEL,20,32,l,NO
EZEKIEL,20,33,n,NO
EZEKIEL,20,35,r,NO
EZEKIEL,20,38,w,NO
EZEKIEL,20,38,x,NO
EZEKIEL,20,40,c,NO
EZEKIEL,20,46,m,NO
EZEKIEL,20,47,p,NO
EZEKIEL,21,2,v,NO
EZEKIEL,21,3,y,NO
EZEKIEL,21,5,a,NO
EZEKIEL,21,7,f,NO
EZEKIEL,21,7,g,NO
EZEKIEL,21,7,h,NO
EZEKIEL,21,10,l,NO
EZEKIEL,21,14,s,NO
EZEKIEL,21,17,v,NO
EZEKIEL,21,28,o,NO
EZEKIEL,21,28,p,NO
EZEKIEL,21,31,v,NO
EZEKIEL,22,2,a,NO
EZEKIEL,22,2,b,NO
EZEKIEL,22,4,d,NO
EZEKIEL,22,9,n,NO
EZEKIEL,22,11,r,NO
EZEKIEL,22,12,u,NO
EZEKIEL,22,13,x,NO
EZEKIEL,22,16,e,NO
EZEKIEL,22,18,h,NO
EZEKIEL,22,25,q,NO
EZEKIEL,22,26,t,NO
EZEKIEL,22,26,u,NO
EZEKIEL,22,26,v,NO
EZEKIEL,22,26,w,NO
EZEKIEL,23,4,n,NO
EZEKIEL,23,5,q,NO
EZEKIEL,23,6,t,NO
EZEKIEL,23,10,y,NO
EZEKIEL,23,14,e,NO
EZEKIEL,23,24,o,NO
EZEKIEL,23,29,y,NO
EZEKIEL,23,35,h,NO
EZEKIEL,23,37,m,NO
EZEKIEL,23,39,r,NO
EZEKIEL,23,40,u,NO
EZEKIEL,23,41,x,NO
EZEKIEL,23,42,a,NO
EZEKIEL,23,46,e,NO
EZEKIEL,23,47,h,NO
EZEKIEL,24,3,p,NO
EZEKIEL,24,14,b,NO
EZEKIEL,24,14,c,NO
EZEKIEL,24,17,g,NO
EZEKIEL,24,24,p,NO
EZEKIEL,24,27,v,NO
EZEKIEL,25,2,y,NO
EZEKIEL,25,3,b,NO
EZEKIEL,25,5,v,NO
EZEKIEL,25,6,h,NO
EZEKIEL,25,6,i,NO
EZEKIEL,25,8,n,NO
EZEKIEL,25,9,p,NO
EZEKIEL,25,9,q,NO
EZEKIEL,25,10,t,NO
EZEKIEL,25,13,z,NO
EZEKIEL,25,15,e,NO
EZEKIEL,26,2,l,NO
EZEKIEL,26,3,o,NO
EZEKIEL,26,7,v,NO
EZEKIEL,26,8,y,NO
EZEKIEL,26,14,r,NO
EZEKIEL,26,16,i,NO
EZEKIEL,26,16,j,NO
EZEKIEL,26,16,k,NO
EZEKIEL,26,17,n,NO
EZEKIEL,27,3,x,NO
EZEKIEL,27,10,k,NO
EZEKIEL,27,16,v,NO
EZEKIEL,27,16,w,NO
EZEKIEL,27,16,x,NO
EZEKIEL,27,17,a,NO
EZEKIEL,27,22,i,NO
EZEKIEL,27,25,o,NO
EZEKIEL,27,27,s,NO
EZEKIEL,27,30,w,NO
EZEKIEL,27,36,g,NO
EZEKIEL,28,2,j,NO
EZEKIEL,28,2,k,NO
EZEKIEL,28,2,l,NO
EZEKIEL,28,2,m,NO
EZEKIEL,28,3,p,NO
EZEKIEL,28,12,b,NO
EZEKIEL,28,12,c,NO
EZEKIEL,28,12,d,NO
EZEKIEL,28,13,g,NO
EZEKIEL,28,13,i,NO
EZEKIEL,28,16,j,NO
EZEKIEL,28,21,u,NO
EZEKIEL,28,22,x,NO
EZEKIEL,28,22,y,NO
EZEKIEL,28,22,z,NO
EZEKIEL,28,24,d,NO
EZEKIEL,28,25,f,NO
EZEKIEL,28,26,d,NO
EZEKIEL,29,2,l,NO
EZEKIEL,29,2,m,NO
EZEKIEL,29,3,q,NO
EZEKIEL,29,5,u,NO
EZEKIEL,29,10,b,NO
EZEKIEL,29,19,q,NO
EZEKIEL,30,4,b,NO
EZEKIEL,30,4,c,NO
EZEKIEL,30,5,f,NO
EZEKIEL,30,6,i,NO
EZEKIEL,30,8,g,NO
EZEKIEL,30,9,a,NO
EZEKIEL,30,12,r,NO
EZEKIEL,30,12,t,NO
EZEKIEL,30,12,u,NO
EZEKIEL,30,13,x,NO
EZEKIEL,30,13,y,NO
EZEKIEL,30,14,b,NO
EZEKIEL,30,14,c,NO
EZEKIEL,30,18,f,NO
EZEKIEL,30,21,l,NO
EZEKIEL,30,24,q,NO
EZEKIEL,31,2,w,NO
EZEKIEL,31,3,a,NO
EZEKIEL,31,3,b,NO
EZEKIEL,31,3,z,NO
EZEKIEL,31,12,o,NO
EZEKIEL,31,12,p,NO
EZEKIEL,31,14,t,NO
EZEKIEL,31,16,w,NO
EZEKIEL,31,16,x,NO
EZEKIEL,31,17,a,NO
EZEKIEL,31,18,c,NO
EZEKIEL,31,18,d,NO
EZEKIEL,31,18,y,NO
EZEKIEL,32,2,h,NO
EZEKIEL,32,2,i,NO
EZEKIEL,32,2,j,NO
EZEKIEL,32,2,k,NO
EZEKIEL,32,2,l,NO
EZEKIEL,32,3,o,NO
EZEKIEL,32,10,w,NO
EZEKIEL,32,12,a,NO
EZEKIEL,32,18,g,NO
EZEKIEL,32,18,k,NO
EZEKIEL,32,18,l,NO
EZEKIEL,32,21,s,NO
EZEKIEL,32,23,x,NO
EZEKIEL,32,24,a,NO
EZEKIEL,32,24,c,NO
EZEKIEL,32,30,m,NO
EZEKIEL,32,30,n,NO
EZEKIEL,32,32,s,NO
EZEKIEL,33,2,v,NO
EZEKIEL,33,2,w,NO
EZEKIEL,33,10,h,NO
EZEKIEL,33,11,k,NO
EZEKIEL,33,12,m,NO
EZEKIEL,33,12,n,NO
EZEKIEL,33,14,q,NO
EZEKIEL,33,15,t,NO
EZEKIEL,33,21,b,NO
EZEKIEL,33,24,h,NO
EZEKIEL,33,25,l,NO
EZEKIEL,33,27,q,NO
EZEKIEL,33,27,r,NO
EZEKIEL,33,28,u,NO
EZEKIEL,34,2,f,NO
EZEKIEL,34,2,g,NO
EZEKIEL,34,4,k,NO
EZEKIEL,34,4,l,NO
EZEKIEL,34,10,t,NO
EZEKIEL,34,10,u,NO
EZEKIEL,34,10,v,NO
EZEKIEL,34,16,h,NO
EZEKIEL,34,25,u,NO
EZEKIEL,34,26,x,NO
EZEKIEL,34,27,a,NO
EZEKIEL,34,27,z,NO
EZEKIEL,34,28,u,NO
EZEKIEL,34,29,d,NO
EZEKIEL,35,2,h,NO
EZEKIEL,35,2,i,NO
EZEKIEL,35,3,l,NO
EZEKIEL,35,5,p,NO
EZEKIEL,35,7,s,NO
EZEKIEL,35,9,v,NO
EZEKIEL,35,10,y,NO
EZEKIEL,35,11,a,NO
EZEKIEL,35,15,h,NO
EZEKIEL,36,2,m,NO
EZEKIEL,36,4,r,NO
EZEKIEL,36,5,u,NO
EZEKIEL,36,5,v,NO
EZEKIEL,36,5,w,NO
EZEKIEL,36,6,y,NO
EZEKIEL,36,11,i,NO
EZEKIEL,36,11,k,NO
EZEKIEL,36,17,q,NO
EZEKIEL,36,18,t,NO
EZEKIEL,36,24,d,NO
EZEKIEL,36,25,g,NO
EZEKIEL,36,25,h,NO
EZEKIEL,36,27,k,NO
EZEKIEL,36,29,p,NO
EZEKIEL,36,36,x,NO
EZEKIEL,36,37,a,NO
EZEKIEL,36,38,c,NO
EZEKIEL,37,3,h,NO
EZEKIEL,37,9,q,NO
EZEKIEL,37,11,t,NO
EZEKIEL,37,12,v,NO
EZEKIEL,37,16,b,NO
EZEKIEL,37,16,c,NO
EZEKIEL,37,16,d,NO
EZEKIEL,37,17,g,NO
EZEKIEL,37,19,g,NO
EZEKIEL,37,22,p,NO
EZEKIEL,37,22,q,NO
EZEKIEL,37,23,t,NO
EZEKIEL,37,23,u,NO
EZEKIEL,37,23,v,NO
EZEKIEL,37,24,y,NO
EZEKIEL,37,24,z,NO
EZEKIEL,37,25,c,NO
EZEKIEL,37,26,f,NO
EZEKIEL,37,26,g,NO
EZEKIEL,37,28,g,NO
EZEKIEL,38,2,m,NO
EZEKIEL,38,2,o,NO
EZEKIEL,38,2,p,NO
EZEKIEL,38,2,q,NO
EZEKIEL,38,4,u,NO
EZEKIEL,38,6,a,NO
EZEKIEL,38,6,u,NO
EZEKIEL,38,6,z,NO
EZEKIEL,38,8,e,NO
EZEKIEL,38,8,f,NO
EZEKIEL,38,9,y,NO
EZEKIEL,38,13,q,NO
EZEKIEL,38,14,g,NO
EZEKIEL,38,14,t,NO
EZEKIEL,38,15,w,NO
EZEKIEL,38,16,y,NO
EZEKIEL,38,20,f,NO
EZEKIEL,38,22,k,NO
EZEKIEL,38,22,l,NO
EZEKIEL,38,22,m,NO
EZEKIEL,38,23,p,NO
EZEKIEL,39,1,s,NO
EZEKIEL,39,1,t,NO
EZEKIEL,39,1,u,NO
EZEKIEL,39,1,v,NO
EZEKIEL,39,2,y,NO
EZEKIEL,39,4,b,NO
EZEKIEL,39,4,c,NO
EZEKIEL,39,6,g,NO
EZEKIEL,39,6,h,NO
EZEKIEL,39,6,i,NO
EZEKIEL,39,7,l,NO
EZEKIEL,39,7,m,NO
EZEKIEL,39,17,b,NO
EZEKIEL,39,23,k,NO
EZEKIEL,39,25,o,NO
EZEKIEL,39,26,r,NO
EZEKIEL,40,1,y,NO
EZEKIEL,40,3,e,NO
EZEKIEL,40,4,i,NO
EZEKIEL,40,16,t,NO
EZEKIEL,40,17,w,NO
EZEKIEL,40,17,x,NO
EZEKIEL,40,21,a,NO
EZEKIEL,40,21,b,NO
EZEKIEL,40,39,w,NO
EZEKIEL,40,39,x,NO
EZEKIEL,40,46,g,NO
EZEKIEL,41,4,t,NO
EZEKIEL,41,25,v,NO
EZEKIEL,41,26,u,NO
EZEKIEL,42,1,a,NO
EZEKIEL,42,1,z,NO
EZEKIEL,42,3,f,NO
EZEKIEL,42,10,p,NO
EZEKIEL,42,13,s,NO
